filename,region,genotype,seedling,zslice,total_area,integrated_intensity,mean_intensity
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z14c1.tif,meristem,mutant,1,14,175234.0,1095369.0,6.250893091523334
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z15c1.tif,meristem,mutant,1,15,128172.0,1098793.0,8.572800611678058
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z16c1.tif,meristem,mutant,1,16,153699.0,1140168.0,7.418187496340249
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z17c1.tif,meristem,mutant,1,17,129951.0,1225385.0,9.4295926926303
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z18c1.tif,meristem,mutant,1,18,167377.0,1308429.0,7.81725685129976
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z19c1.tif,meristem,mutant,1,19,159440.0,1402673.0,8.797497491219268
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z20c1.tif,meristem,mutant,1,20,165482.0,1536952.0,9.287729179004364
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z21c1.tif,meristem,mutant,1,21,165453.0,1560948.0,9.434389222316911
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z22c1.tif,meristem,mutant,1,22,164204.0,1595134.0,9.714343134150203
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z23c1.tif,meristem,mutant,1,23,165191.0,1678743.0,10.162436210205156
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z24c1.tif,meristem,mutant,1,24,163128.0,1650911.0,10.120341081849835
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z25c1.tif,meristem,mutant,1,25,184324.0,1641898.0,8.907673444586706
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z26c1.tif,meristem,mutant,1,26,182329.0,1553211.0,8.518727136111096
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z27c1.tif,meristem,mutant,1,27,184508.0,1438595.0,7.796924794588852
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling1_meristem_2/h2b-istl345_11_seedling1_meristem_2_z28c1.tif,meristem,mutant,1,28,201469.0,1353743.0,6.719361291315289
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z01c1.tif,meristem,mutant,4,1,225731.0,1043875.0,4.624420216983932
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z02c1.tif,meristem,mutant,4,2,236258.0,942961.0,3.9912341592665643
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z03c1.tif,meristem,mutant,4,3,152937.0,822395.0,5.377344919803579
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z04c1.tif,meristem,mutant,4,4,155763.0,795963.0,5.110090329539108
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z05c1.tif,meristem,mutant,4,5,170440.0,662437.0,3.8866287256512555
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z06c1.tif,meristem,mutant,4,6,114360.0,588818.0,5.148810772997551
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z07c1.tif,meristem,mutant,4,7,154724.0,581867.0,3.760677076600915
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z08c1.tif,meristem,mutant,4,8,192878.0,651257.0,3.376522983440309
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z09c1.tif,meristem,mutant,4,9,181314.0,731339.0,4.033549532854606
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z10c1.tif,meristem,mutant,4,10,205864.0,880784.0,4.278475109781215
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z11c1.tif,meristem,mutant,4,11,174131.0,896794.0,5.150111123234806
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z12c1.tif,meristem,mutant,4,12,179085.0,944449.0,5.2737471033308205
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z13c1.tif,meristem,mutant,4,13,185653.0,854824.0,4.604417919451881
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z14c1.tif,meristem,mutant,4,14,180587.0,795928.0,4.407449041182367
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z15c1.tif,meristem,mutant,4,15,307660.0,1017091.0,3.305892868751219
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z16c1.tif,meristem,mutant,4,16,152427.0,649111.0,4.258504070801105
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z17c1.tif,meristem,mutant,4,17,170168.0,631277.0,3.7097280334728033
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z18c1.tif,meristem,mutant,4,18,139980.0,581649.0,4.155229318474068
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z19c1.tif,meristem,mutant,4,19,137740.0,529809.0,3.8464425729635545
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z20c1.tif,meristem,mutant,4,20,124517.0,559726.0,4.495177365339672
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z21c1.tif,meristem,mutant,4,21,122161.0,540616.0,4.425438560588076
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z22c1.tif,meristem,mutant,4,22,120990.0,550293.0,4.5482519216464175
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z23c1.tif,meristem,mutant,4,23,104212.0,471798.0,4.527290523164319
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z24c1.tif,meristem,mutant,4,24,112217.0,418698.0,3.7311459048094315
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z25c1.tif,meristem,mutant,4,25,68729.0,284323.0,4.1368708987472536
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z26c1.tif,meristem,mutant,4,26,66741.0,249980.0,3.745523741028753
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z27c1.tif,meristem,mutant,4,27,58036.0,228954.0,3.9450341167551177
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling4_meristem/h2b-istl345_11_seedling4_meristem_z28c1.tif,meristem,mutant,4,28,57906.0,195120.0,3.3695990052844267
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z01c1.tif,meristem,mutant,5,1,142252.0,1317442.0,9.261324972583866
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z02c1.tif,meristem,mutant,5,2,162473.0,1177876.0,7.249672253235922
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z03c1.tif,meristem,mutant,5,3,187899.0,1109198.0,5.903160740610647
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z04c1.tif,meristem,mutant,5,4,203677.0,1086646.0,5.3351433887969675
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z05c1.tif,meristem,mutant,5,5,91684.0,812414.0,8.861022642991143
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z06c1.tif,meristem,mutant,5,6,164746.0,921947.0,5.59617228946378
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z07c1.tif,meristem,mutant,5,7,161266.0,952067.0,5.903705678816365
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z08c1.tif,meristem,mutant,5,8,111880.0,783525.0,7.003262424025742
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z09c1.tif,meristem,mutant,5,9,119280.0,757690.0,6.35219651240778
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z10c1.tif,meristem,mutant,5,10,103821.0,748520.0,7.209716723976845
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z11c1.tif,meristem,mutant,5,11,129312.0,752938.0,5.822646003464489
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z12c1.tif,meristem,mutant,5,12,76080.0,578954.0,7.6098054679284965
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z13c1.tif,meristem,mutant,5,13,136922.0,596051.0,4.353215699449321
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z14c1.tif,meristem,mutant,5,14,138611.0,550291.0,3.9700384529366355
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z15c1.tif,meristem,mutant,5,15,134083.0,447799.0,3.3397149526785648
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z16c1.tif,meristem,mutant,5,16,109508.0,537405.0,4.907449684041349
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z17c1.tif,meristem,mutant,5,17,150147.0,890578.0,5.931373920224846
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z18c1.tif,meristem,mutant,5,18,116919.0,1024280.0,8.760594941797313
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z19c1.tif,meristem,mutant,5,19,93855.0,1164066.0,12.402812849608438
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z20c1.tif,meristem,mutant,5,20,112990.0,1388580.0,12.289406142136473
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z21c1.tif,meristem,mutant,5,21,129214.0,1495136.0,11.57100623771418
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z22c1.tif,meristem,mutant,5,22,103575.0,1479665.0,14.285928071445813
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z23c1.tif,meristem,mutant,5,23,108037.0,1517964.0,14.050408656293676
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z24c1.tif,meristem,mutant,5,24,122788.0,1335967.0,10.880273316610744
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z25c1.tif,meristem,mutant,5,25,150077.0,1262230.0,8.410549251384289
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z26c1.tif,meristem,mutant,5,26,140941.0,1021889.0,7.250473602429385
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z27c1.tif,meristem,mutant,5,27,135770.0,632116.0,4.655785519628784
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z28c1.tif,meristem,mutant,5,28,109967.0,436885.0,3.972873680285904
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling5_meristem/h2b-istl345_11_seedling5_meristem_z29c1.tif,meristem,mutant,5,29,122396.0,433284.0,3.5400176476355436
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z01c1.tif,meristem,mutant,2,1,6239.0,211608.0,33.916973874018275
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z02c1.tif,meristem,mutant,2,2,8103.0,275368.0,33.98346291496976
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z03c1.tif,meristem,mutant,2,3,9260.0,324450.0,35.0377969762419
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z04c1.tif,meristem,mutant,2,4,12995.0,396549.0,30.515505963832243
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z05c1.tif,meristem,mutant,2,5,17995.0,511692.0,28.435232008891358
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z06c1.tif,meristem,mutant,2,6,19073.0,490888.0,25.73732501441829
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z07c1.tif,meristem,mutant,2,7,14391.0,488508.0,33.94538253074838
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z08c1.tif,meristem,mutant,2,8,15328.0,457430.0,29.84277139874739
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z09c1.tif,meristem,mutant,2,9,13954.0,414376.0,29.695857818546653
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z10c1.tif,meristem,mutant,2,10,11027.0,347565.0,31.519452253559447
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z11c1.tif,meristem,mutant,2,11,6218.0,256268.0,41.21389514313284
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z12c1.tif,meristem,mutant,2,12,2885.0,143363.0,49.69254766031196
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z13c1.tif,meristem,mutant,2,13,4204.0,182599.0,43.434586108468125
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z14c1.tif,meristem,mutant,2,14,10547.0,259389.0,24.593628519958283
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z15c1.tif,meristem,mutant,2,15,10438.0,228777.0,21.917704541099827
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z16c1.tif,meristem,mutant,2,16,10168.0,242050.0,23.80507474429583
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z17c1.tif,meristem,mutant,2,17,12851.0,285025.0,22.17920784374757
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z18c1.tif,meristem,mutant,2,18,12648.0,353670.0,27.962523719165084
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z19c1.tif,meristem,mutant,2,19,10005.0,256152.0,25.6023988005997
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z20c1.tif,meristem,mutant,2,20,2736.0,143051.0,52.28472222222222
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z21c1.tif,meristem,mutant,2,21,2796.0,143204.0,51.21745350500715
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z22c1.tif,meristem,mutant,2,22,16348.0,268877.0,16.447088328847567
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z23c1.tif,meristem,mutant,2,23,17536.0,326109.0,18.596544251824817
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z24c1.tif,meristem,mutant,2,24,31229.0,505996.0,16.202760254891288
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z25c1.tif,meristem,mutant,2,25,12447.0,242134.0,19.45320157467663
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z26c1.tif,meristem,mutant,2,26,15353.0,247219.0,16.10232527844721
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z27c1.tif,meristem,mutant,2,27,2847.0,144184.0,50.64418686336494
/Users/hydrablaster/Desktop/Otegui_lab/mCherry_H2B_istl_mutant/individual_images/istl_mutant_meristem_zone/h2b-istl345_11_seedling2_meristem_29slices/h2b-istl345_11_seedling2_meristem_29slices_z28c1.tif,meristem,mutant,2,28,7676.0,190549.0,24.82399687337155
